song_title,artist,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,cluster_label_kmeans
Subways - In Flagranti Extended Edit,The Avalanches,-0.5024190258867827,-0.5791734700556995,1.3659097345950033,0.8228975062714001,-0.435317057694251,2.9502608220836195,-0.0792069397829263,-0.4208082273472351,-0.3623089911444595,0.1079915520222616,3
Donme Dolap - Baris K Edit,Modern Folk Üçlüsü,-0.3703760545068607,0.8374223537423353,0.9597117906811312,0.3139273795626341,-0.4749421558626973,0.1372324320139768,-0.4113180805154234,-0.4814747505178657,-0.6483357693769276,0.5856155360353765,2
Cemalim,Erkin Koray,0.2513423092790694,-0.0945485829668983,1.3511043091915913,-1.1796858894705675,-0.2609959234227125,-0.5322297020071737,-1.061170168391031,-0.6522397787018628,0.2274408085143069,-0.4708239540275302,2
One Night,Lil Yachty,0.686352681463652,0.8933406099448894,-0.0355689071544913,-0.9799032229119864,-0.4876866421497762,-0.5644153815274213,-1.4933404348570372,0.244276619264122,0.3146472951008482,-0.5274912063680693,2
Oh lala,PNL,0.9712267305048832,0.2720266521387338,0.0134329044360432,-0.3757984930800864,-0.4876866421497762,-0.6017507697709086,-0.3306853275971972,-0.1455619648138188,0.1273370599390426,-0.5922537804715426,2
Char,Crystal Castles,-0.6494756295810399,0.1166981626871947,-0.7055570911637501,0.7134927126797962,-0.2815042921605405,0.8066945660351275,0.1163873618503954,0.7947691443309548,-0.8108262736185738,-0.7298742504414231,3
World In Motion,New Order,-0.6306123479553367,-0.0945485829668983,0.300504493044703,1.2985705218870691,-0.3225210296361966,-0.4614212070626289,0.7885930841983826,-0.5219190992982861,0.0865082276549742,1.1158591115075631,2
One Nation Under a Groove,Funkadelic,0.1743493230517097,1.0610953785525516,2.460096528000371,-0.1094216043353114,-0.4858921598852163,-0.0430073732994098,-1.484824764581845,-0.5544992691491802,0.0300077223729809,1.3951477123287914,2
Bouncin,Chief Keef,0.4861709172725167,0.5888967706198728,-0.6190173064334281,-0.3377446518308328,-0.4876866421497762,-0.4742954788707279,0.099089906603911,1.671063367906729,0.6915922719456822,1.1563357203222342,0
C O O L - Radio Edit,Le Youth,-0.6294574531619264,0.7255858413372271,-0.3883014598257291,0.3662514112803577,0.1898219679391865,-0.6056130513133382,0.0426735910307625,-0.5320301864933912,-0.4361308192136335,1.0753825026928925,2
Percolator (Jamie Jones Vault Mix) - mixed,Cajmere,-0.7199165126804513,1.4649494511265524,0.037397205027233,0.1759822050340899,0.6402736384307671,1.5276537872886742,-0.6015900882267504,-0.3005986351387635,0.2412378794789879,-0.1065344746954935,2
House of Jealous Lovers,The Rapture,-0.7216950506623033,0.800143516273966,0.749947938178096,0.2758735383133805,0.8636683693249656,-0.5869453571915946,0.782472446188088,-0.6735854072248625,0.3155471040768057,1.103716128863162,2
Imma Ride,Young Thug,-0.2683603477556091,1.4649494511265524,0.4987923115241711,-1.3366579846237383,-0.4876866421497762,2.1649302417895773,-0.3934883958767401,3.4011827324024893,0.6863808782932617,-0.2279643011395057,0
Girlfriend,Ty Segall,-0.7203245755074563,-2.4493284830522284,-1.383301659486493,1.1558686172023689,-0.4876816981680269,-0.8006582692060389,1.4275344695339,-0.0995003453694511,0.6151460010299649,-0.5396341890124706,3
If I Gave You My Love,Myron & E,0.3514331913746372,-0.6599442845704999,-0.5218063954856552,-0.5613109691701976,-0.4876302441357472,-0.3713013044059355,0.3146428104447145,-0.6814495861543886,-1.016657576868836,-0.3898707363981886,2
This Ready Flesh,TR/ST,-0.7141882345051358,1.011390261928059,-0.5003421873225539,0.5374936969019989,0.4974474990066075,-0.7942211333019893,0.0841874836223246,-0.6320176043116527,-0.4363182794169579,1.204907650899839,2
Lose My Mind,A-Trak,0.5901114486794524,-1.2874713819547174,-0.5693691294834364,0.009496649568606,-0.4876814418134177,0.0471125293572836,0.0493264584332563,3.266368236467754,-0.4348560898310269,0.407518457250825,0
Char,Crystal Castles,-0.6533252788924079,0.1726164188897488,-0.7055570911637501,0.7372763634605797,-0.3400996314114778,0.8066945660351275,0.1222418851645899,0.4689674458220129,-0.8088766875039992,-0.7177312677970218,3
Look Alive,Rae Sremmurd,-0.5239770620304435,1.0176034015061206,-0.2149413921902264,-0.523257127920944,-0.4876866421497762,0.8968144686918209,-0.1044878359124032,-0.6039312509919162,-0.059748222978773,-1.0536871209587892,2
Please Stop Making Fake Versace,Father,0.3629821393087409,0.7255858413372271,-0.7328385875619646,-1.341414714779895,-0.0299105542518284,-0.7053886578261058,-1.514629610545018,0.1094621233293873,0.27704277831396,-0.6934453025082193,2
Milly Rock,2milly,-0.6921682404441108,-1.0451589384103164,-0.3079692216607586,-1.108334937128217,-0.4876866421497762,-0.1138158682439546,-1.320631997088295,0.7161273550356929,0.5187164724398601,-1.4584532091054967,3
Blasé (feat. Future & Rae Sremmurd),Ty Dolla $ign,-0.6383116465780727,1.7321144529831995,0.4762792840985546,-0.1902860169899752,-0.487681844656375,-0.2039357709006479,-0.466669937304173,-0.4365365852062875,0.2388008968357694,-0.9201143118703756,2
Best Friend,Young Thug,-0.5848015211500577,2.117329106823016,-0.4047288964141936,-0.3995821438608699,-0.4876866421497762,1.0770542740052074,0.4099118716484277,-0.2354382954369751,0.2029959980007966,-0.296774536124446,2
Hercules,Young Thug,-0.5978903288087088,0.7690778183836581,0.4225090035354219,-0.5850946199509806,-0.4876866421497762,-0.5920950659148343,0.3189006455823105,0.5476092351172746,0.9488626549881776,-0.2765362317171106,2
Who Be Lovin Me (feat. ILOVEMAKONNEN),Santigold,-0.2683603477556091,1.1605056118015364,-0.1622809087537086,0.0237668400370761,-0.4876866421497762,-0.6854335365235523,-0.1853867035267295,-0.5219190992982861,-0.0605730478734009,0.7515696321755267,2
Check,Young Thug,-0.5578539759704817,0.3030923500290416,-0.1889526265109259,-0.4804465565155338,-0.4876866421497762,-0.0494445092034593,0.508374309205338,2.592295756794082,-0.3997260477280223,-0.5072529019607339,0
Poppin' My Collar,Three 6 Mafia,0.4207268789792608,0.6448150268224269,-0.8606847774334366,0.6706821412743859,-0.4876866421497762,1.9203190774356955,0.8404854499378352,-0.126463244556398,0.9978647521371922,1.4477673037878631,2
Jumpman,Drake,-0.5051137804047403,1.4587363115484908,-0.4915735704650142,-0.642175381824861,-0.4876866421497762,0.9676229636363656,-0.1225836352471868,1.1430399254956858,0.7667263214381274,0.7272836668867242,0
7/11,Beyoncé,-0.6733434553115214,0.800143516273966,-0.398545740994482,0.1093879828478961,-0.4876866421497762,-0.4163612557342822,0.5155594060000315,0.3790911151988565,0.5402369037815091,0.2982316134512138,2
Somebody's Watching Me,Rockwell,-0.2029163094623532,0.9865377036158128,-0.1097545766182102,-0.4328792549539668,-0.4874852206711011,-0.4163612557342822,-0.0949077068528121,-0.6690915906937046,0.0935942233406393,1.4194336776175938,2
Bang That,Disclosure,-0.7210406102793708,0.700733283024981,0.9555774914951704,0.8086273158029301,1.8011937973399628,1.0770542740052074,0.2646132475779602,-0.5016969249080758,0.127224583817048,0.5046623184060349,4
I Don't Sell Molly No More,ILoveMakonnen,-0.7089142149485615,0.8809143307887662,-0.7325215026686461,-1.3319012544675817,-0.4876866421497762,0.9161258764039696,-0.4461791057044917,0.8060036856588493,0.9527993192579908,-1.7336941490452578,3
Versace Python,Riff Raff,-0.7166135135712975,0.0359273481723944,-0.770596081012511,0.5232235064335288,-0.4876810023483733,-0.730493487851899,0.4641992696527782,-0.5050672873064442,0.6870557350252298,-0.7258265895599559,3
Monster,Kanye West,-0.7132643186704075,0.0172879294382097,1.618431265404762,0.0047399194124493,-0.4563381356505248,2.1520559699814785,0.3872921224799484,1.6822979092346235,0.1000428543350007,-1.6523361653277695,0
OOOUUU,Young M.A.,1.3292441164621065,0.1353375814213794,-0.1422069958920809,0.6516552206497591,-0.4876866421497762,-0.2232471786127965,0.7893914282866819,4.075255212076162,1.6645482192403194,0.5127576401689691,0
Return Of The Mack - C & J Street Mix,Mark Morrison,-0.6983276793422996,0.6013230497759959,-0.4035947081419388,0.7182494428359528,-0.4876866421497762,-0.1717500913804002,0.4511596495438902,0.1768693712967546,-0.9795779486512572,0.4439474051840287,2
Fantastic Man,William Onyeabor,-0.7156126047503419,0.5081259561050725,1.7070564930872942,0.3519812208118877,2.116143745813751,-0.8573050651616747,-0.9685622541483158,-0.3904749657619198,-0.2749900284359235,1.8201521048828344,4
Right Place Wrong Time,Dr. John,-0.3672963350577664,1.0610953785525516,-0.8652337260952757,-0.8942820801011659,-0.4861924609988773,-0.3004928094613908,-1.7637129660943909,-0.524166007563865,-0.6381754263567416,1.3546711035141206,2
Azon de ma gnin kpevi,T. P. Orchestre Poly-Rythmo,0.720999525265964,1.1045873555989825,0.0775694218961283,0.8466811570521837,-0.4709503483762273,-0.7478737547928328,0.2321472546537897,-0.3028455434043425,0.2771927464766203,1.9253912878009785,2
Odofo Nyi Akyiri Biara,Ebo Taylor,-0.0181331425166897,0.6075361893540575,4.033093705889557,1.3080839821993828,-0.2752785373651285,-0.0558816451075088,0.6015144528402531,-0.262401194623922,-0.5586548081065038,1.7513418698978942,2
Annie,Neon Indian,-0.6514004542367239,0.756651539227535,-0.0590941671241631,0.7800869348659899,-0.2591648190711207,0.4075921399840569,0.2755239501180503,-0.128710152821977,-0.9605319919934912,1.435624321143462,2
The Chase,Future Islands,-0.477011340431754,0.5081259561050725,-0.2647237204412375,0.7515465539290497,-0.077519267393215,-0.3198042171735394,0.2254943872512957,-0.7084124853413355,0.4071776514618037,1.0025246068264853,2
Coming Home,Leon Bridges,1.0328211194867711,-0.6475180054143768,-0.3728618646356801,-1.0893080165035902,-0.4870237823745,-0.081630188723707,0.0032886160079983,-0.7364988386610719,-1.727131747468558,0.1403728390739982,2
Wishes,Beach House,-0.2298638546419291,-1.8963590606047496,0.4972556693488582,0.4185754429980814,-0.1994708172092283,-0.6654784152209988,-0.0507326673002522,-0.660103957631389,-1.7570878879598075,-1.26011782591361,3
White Iverson,Post Malone,0.2243947640994934,0.3590106062315957,0.1046679847020436,-0.7325532547918382,-0.4876866421497762,-0.7105383665493455,-0.4323411415073044,-0.625276879514916,0.3171217697847313,-0.7946368245448964,2
I Know There's Gonna Be (Good Times),Jamie xx,-0.2606610491328731,-0.5356814930092686,-0.3971432501201885,-0.4090956041731833,-0.4876866421497762,2.016876115996438,-0.7551382678763104,1.0643981362004238,-0.0869299524608202,-0.0458195614734874,3
Loud Places,Jamie xx,-0.706219460430604,0.1726164188897488,0.4497783043608165,-0.2521235090200123,0.5267451686320762,-0.4421097993504803,-0.984795250610401,-0.5567461774147592,-0.4724606066179146,-1.3005944347282807,4
L$D,A$AP Rocky,0.0203633505969901,-0.1256142808572062,-0.096095535059873,-2.0454107778910857,0.0176981588895581,-0.5888764979628095,-2.132015705496455,-0.3095862682010792,-0.0582860333928421,-1.867671724221818,1
Dopeman,Vince Staples,-0.6556350684792287,0.8436354933203969,-1.6197372297467458,-1.1416320482213138,-0.4873423945316769,-0.8270505264126419,-0.478645098628662,0.390325656526751,0.9907412644108626,0.4115661181322921,2
California Nights,Best Coast,-0.7211099039669754,-2.0144087125879198,0.7948276461554896,0.4946831254965886,2.680123886104022,0.5234605862569485,0.9176587118067648,-0.6117954299214424,-1.5186760013717528,-1.4625008699869635,4
Baby,Ariel Pink's Haunted Graffiti,0.9519784839480432,0.0235010690162713,0.502951001855772,-2.040654047734929,1.237213657049691,-0.6217058910734621,-1.938816436128031,-0.6645977741625468,-1.0884173427014412,-0.6853499807452852,1
Ain't No Love In The Heart Of The City - Single Version,"Bobby ""Blue"" Bland",0.2667409065245413,-0.3679267244016064,-0.2541501588063461,-0.1236917948037815,-0.4870604044615318,0.0599868011653826,-0.4323411415073044,-0.5095611038376021,-1.5737893011491455,0.7029977015979217,2
Fail to Cry,Yacht Club,-0.7220607673468833,-0.4859763763847761,0.5787952692230032,1.2510032203255024,2.2699565113474613,3.066129268356511,0.1155890177620961,-0.5803387142033377,-1.0730081139881702,1.5084822170098695,4
Evil Friends (feat. Danny Brown) - Jake One Remix,Portugal. The Man,0.3283352955064292,1.0859479368647975,-0.1699519240574533,0.0856043320671126,-0.4876866421497762,-0.1073787323399051,0.1153229030659962,-0.3938453281602883,0.691479795823687,1.57729245199481,2
Ikimiz Bir Fidaniz - Baris K Edit,Umit Aksu Orkestrasi,0.717149875954596,-0.430058120182222,-0.2739923557843948,0.1569552844094631,-0.4876738244193151,-0.133127275956103,-1.0883138673932065,-0.3253146260601315,-1.4808090403002112,1.1644310420851682,2
Sentimental Trash,Sweet Valley,-0.7123788993287928,-0.3803530035577295,-0.7291677201431616,-0.3567715724554596,2.3358762680047658,0.8968144686918209,-0.8019744543898673,-0.3871046033635515,-1.8203744526021464,-0.9646385815665134,4
Get Away,CHVRCHES,-0.7205170579730248,-0.1318274204352677,0.4031058471788911,-1.1321185879090006,-0.3009139982874136,0.9290001482120686,-0.3501117004124796,-0.69942485227902,-0.0577611448235338,-0.5517771716568718,3
Look At Wrist,Father,-0.6925532053752476,1.6202779405780914,-0.3951431761777177,-0.8086609372903454,-0.48763354012358,-0.3648641685018859,-0.2010874705966153,-0.1657841392040289,0.2375261674531633,-0.891780685700106,2
Our Love,Caribou,-0.2414128025760331,0.6696675851346731,1.07304524889687,-0.8800118896326958,2.771679103683612,-0.5579782456233718,-0.9760134656391092,-0.5500054526180225,0.1270746156543887,-0.1024868138140265,4
I Ain't Trippin off Nothin,Ezale,-0.7165365205850702,1.4835888698607371,-1.3674230236749263,0.7087359825236395,-0.4876866421497762,-0.2361214504208955,0.6414316572552168,0.081375770009651,-0.5832120947420087,-0.99701986861825,2
They Don't Know - Original Mix,Disciples,-0.6718035955869742,1.1729318909576596,1.0333730505135923,0.456629284247335,1.9513443541704896,-0.5257925661031242,0.4229514917573157,-0.5882028931328639,-0.0604980637920707,1.2130029726627731,4
Sabali,Amadou & Mariam,2.2916564443041034,-0.1380405600133293,-0.6044070101951353,-0.2045562074584453,1.596110109961682,0.9032516045958704,0.1406037991954731,-0.69942485227902,0.0898825113148147,-1.215593556217472,4
Spooky,Dusty Springfield,1.2714993767915863,0.4025025832780266,-1.110450108785888,0.1236581733163662,-0.4876104682087501,-0.1009415964358556,0.0591727021889473,-0.711782847739704,-0.5687026750046952,1.901105322512176,2
Pick Up The Pieces,Average White Band,-0.5116581842340658,0.9306194474132587,-0.0765704229751428,0.8133840459590868,-0.0115995107359105,-1.1064222246483912,0.3085221724344201,-0.5567461774147592,-0.5391589469607596,1.57729245199481,2
Have Love Will Travel,The Sonics,2.076076082867496,-0.6972231220388693,-1.0462160267432434,1.2652734107939725,-0.4876866421497762,-0.6455232939184453,0.3854293196072499,0.143165747313071,0.3216957987458477,1.7756278351866968,2
Capitol,TR/ST,-0.7214140262625734,-1.0016669613638856,0.5774171694943495,1.122571506109272,-0.4868992672785918,3.7227171305695625,0.4735132840162697,-0.5073141955720232,-0.6222413090741622,-0.8108274680707647,3
Uncast Shadow Of A Southern Myth,Parquet Courts,0.5862617993680844,-0.9333224260052084,1.7143738367792607,-0.4852032866716905,2.518986703163945,-0.7530234635160723,-0.2811879941226423,-0.7241408432003879,-1.7000624941085054,-0.7015406242711535,4
I Shall Be Released - Remastered,Nina Simone,1.0867162098459229,-0.5046157951189608,-0.1674884183478246,-1.1178483974405304,-0.487618525067897,-0.893353026224352,-0.3157829046156105,-0.711782847739704,-1.3966769010481914,0.2091830740589385,2
Words I Don't Remember,How To Dress Well,2.568831194722598,-0.6413048658363152,1.610626098799998,-2.21189633335657,1.2079159874242225,2.621966890977093,-1.6785562633424682,-0.6421286915067578,-1.559654801818481,-1.2277365388618733,1
To The Top,Twin Shadow,-0.7032937269539643,-1.1756348695496093,-0.6006751649122325,0.20452258597103,-0.4876302441357472,0.4848377708326513,0.2443885306743786,-0.6196596088509686,-1.4505529634836425,-1.308689756491215,3
Them Changes (feat. Flying Lotus & Kamasi Washington),Thundercat,1.413936401312202,1.0735216577086746,-0.7192527194405471,-0.4852032866716905,-0.4820102186598417,-0.4807326147747774,-0.3466522093631827,-0.375870062035657,-1.497305538192764,0.9539526762488802,2
Aquafina (feat. GoldLink & Chaz French),Falcons,-0.0065841945825858,0.5764704914637496,-0.3028958633676619,0.1093879828478961,-0.4876866421497762,-0.2747442658451927,0.2199059786332008,1.7946433225135692,0.8412604982799345,-0.3817754146352545,0
Hot Blur,How Sad,-0.6267626986439687,0.4025025832780266,-0.5504781871853434,0.6754388714305426,1.80851821474633,-0.8843410359586827,-0.3977462310143362,1.4576070826767331,1.2144937630989443,1.7149129219646906,4
Summer Madness,Kool & The Gang,-0.6810427539342574,-1.921211618916996,0.1424498692982299,-1.698169476491647,2.6398395903690037,-0.7498048955640476,-2.481690416171536,-0.625276879514916,2.034519676521483,-0.1510587443916312,4
The Payback,James Brown,0.0203633505969901,1.545720265641353,2.6124558192399303,0.2425764272202836,-0.486884618443779,3.5939744124885715,-0.1239142087276856,1.626125202595151,-0.8915466371700886,1.0672871809299584,0
I'm In Love,Fool's Gold,-0.6487056997187662,0.0048616502820866,0.3578968587353591,0.2473331573764403,0.475474246787506,-0.731137201442304,-0.6098396438058425,-0.6511163245690734,-0.5841493957586308,1.4396719820249293,2
I Need You Tonight,Punkin Machine,-0.6927456878408161,1.7383275925612611,2.240454261513181,-0.8657416991642257,0.5816782991798297,-0.731137201442304,-1.0683552651857249,-0.3949687822930777,0.0249837889238852,1.5003868952469357,2
Everybody Likes Something Good,Ify Jerry Crusade,-0.0681785835644735,-0.1815325370597602,-0.4871709686770145,0.299657189094164,-0.4861997854162838,1.192922720278099,-0.2753334708084476,-0.1826359511958708,-0.8326091492448767,1.0632395200484914,2
Dadje Von O Von Non,Gnonnas Pédro,-0.6375417167157991,-0.0759091642327137,-0.1365848368220868,-0.0666110329299011,-0.4876262157061737,-0.8882033175011124,-0.5571489339780905,-0.2174630293123438,1.3963676523643402,1.864676374578972,2
Sugah Daddy,D'Angelo,-0.5697878888357225,1.042455959818367,0.6909213657295675,-0.642175381824861,0.5084341251161583,-0.9841166424714504,-1.1553747708103457,1.9069887357925148,-1.0877049939288086,0.7394266495311255,0
International Players Anthem,Swishahouse,-0.6406214361648935,0.7193727017591656,0.9237714375807566,-0.6374186516687043,-0.4876866421497762,2.0683732032288344,-0.6939318877733661,3.3000718604514385,0.2502359692385615,0.9013330847898082,0
Swerve,ILoveMakonnen,-0.547844887760925,1.2039975888479677,0.2711619448399179,-0.0285571916806475,-0.4876866421497762,-0.6294304541583216,0.6845422380233774,-0.4848451129162341,-0.2837256739108437,-0.3979660581611228,2
Look At Wrist,Father,-0.6967493231246388,1.6016385218439069,-0.4017287855004874,-0.3615283026116164,-0.4876478227375225,-0.3262413530775888,0.4266770975027124,-0.311833176466658,0.2384634684697853,-1.005115190381184,2
Let It Happen,Tame Impala,-0.7038326778575559,-0.1069748621230215,2.7001054010968675,0.9085186490822208,-0.3540160244835755,-0.500044022486926,0.3215617925433083,-0.5331536406261806,0.1268121713697343,0.2779933090438785,2
My Way (feat. Monty),Fetty Wap,-0.7064889358823998,0.8063566558520274,-0.4040825310547365,0.2806302684695372,-0.4876866421497762,-0.2811814017492423,1.056836697866938,-0.4399069476046559,0.2422876566176045,0.1444204999554653,2
Walk,Kwabs,-0.0681785835644735,-0.0199909080301596,-0.3907039876712581,0.6278715698689756,-0.4876866421497762,0.175855247438274,0.843944940987132,-0.2758826442173955,0.8394608803280196,0.4196614398952262,3
The Magnificent Seven - Remastered,The Clash,-0.4901001480904051,1.1232267743331672,1.0650815398454467,0.5089533159650587,-0.4876866421497762,-1.0098651860876484,-0.3016788257223236,-0.5915732555312322,-0.2074668631984512,1.3587187643955876,2
NOBO,Tijuana Panthers,-0.5028039908179196,-1.3682421964695173,0.0146768528636775,0.4471158239350216,-0.4246966524550186,0.7230117992824836,-0.0834647749205224,-0.6162892464526002,-0.4048999493397778,0.7758555974643288,3
The Gaudy Side of Town,Gayngs,2.033729940442448,0.4149288624341497,2.207892082083931,-1.2320099211882911,1.4093374660993194,-0.7349994829847337,-0.5206912206124241,-0.5028203790408654,0.6155959055179436,0.613949162205646,4
U Mad,Vic Mensa,-0.664489261895375,0.5454047935734418,0.653834628784118,-0.4804465565155338,-0.4876866421497762,1.1414256330457029,0.1549739927848601,-0.4185613190816563,0.4646904418417492,-0.1389157617472299,3
Slumlord,Neon Indian,0.1551010764948697,0.0732061856407638,0.8464758970479521,1.4174887757909869,-0.4634794426217327,1.9074448056275963,0.5749029832302773,-0.3736231537700781,-0.5101026154454673,1.24538425971451,2
Leave A Trace,CHVRCHES,-0.6571749282037758,-0.2995821890429299,-0.1061812737819666,0.2568466176887537,-0.4874764313702134,-0.081630188723707,0.3332708391716976,-0.0882658040415565,-0.8156252548236802,-0.9322572945147768,3
Willing & Able,Disclosure,0.2282444134108614,-0.5791734700556995,0.5679899917045329,-0.1855292868338185,-0.4876866421497762,-0.5451039738152728,0.0533181788747528,8.130924631446092,2.928592370257186,1.803961461356966,0
White Girl,Shy Glizzy,-0.2491121011987691,0.4956996769489493,-0.1149620862123262,0.5279802365896855,-0.4876866421497762,-0.7092509393685356,0.4636670402605787,0.143165747313071,0.3124352647016196,-0.1510587443916312,2
Maneuvering,ILoveMakonnen,-0.6954789388518873,0.8995537495229509,-0.4001555566067146,0.4328456334665515,-0.3704959636479016,3.742028538281711,0.6259970048814306,-0.437660039339077,0.3153221518328163,-0.6084444239974109,3
Be My Baby,The Ronettes,-0.0258324411394257,-0.6661574241485614,-1.0400328713235318,0.4138187128419247,-0.4876866421497762,-0.634580162881561,0.0112720568909911,-0.5646103563442854,0.3015250808681359,1.2818132076477131,2
Why Don't They Let Us Fall in Love,The Ronettes,0.732548473200068,-0.6972231220388693,-1.060204348767719,0.6231148397128189,-0.3803839271464973,0.5492091298731466,0.3444476564078873,-0.5960670720623901,-0.502491731190494,1.4477673037878631,2
Will You Love Me Tomorrow,The Shirelles,1.8835936172990968,-0.6537311449924383,-1.0262152873185355,-0.8942820801011659,-0.4874511621301616,-0.3069299453654404,0.5328568612465157,-0.6825730402871781,0.5353629384950731,0.0958485693778603,2
One Fine Day,The Chiffons,1.1560098974505466,-2.2815737144445665,-1.4556579930272204,0.8847349983014372,-0.4876597615378949,4.0381367898679885,1.1680726408366364,0.4015601978546456,2.0811972671492747,0.3629941875546871,3
He's So Fine - 2000 Digital Remaster,The Chiffons,1.1521602481391786,-0.3679267244016064,-1.6453845193870875,-0.2330965883953855,-0.4876866421497762,-0.1717500913804002,1.0137261170987772,-0.6668446824281258,-1.8415574555778116,1.3951477123287914,2
Then He Kissed Me,The Crystals,1.97213555146056,-1.163208590393486,-1.067131434129447,-0.0190437313683341,-0.4876633138803369,0.0535496652613331,-0.2316906606480874,-0.6264003336477054,0.5363002395116957,0.5451389272207057,3
It's My Party,Lesley Gore,0.8287897059842677,0.4025025832780266,-1.26655344088117,0.1331716336286796,-0.4876866421497762,-0.6738466918962632,-0.0986333125982087,0.244276619264122,0.2461868288467539,1.7513418698978942,2
Please Mr. Postman,The Marvelettes,1.8027509817603689,1.0051771223499977,-1.1798795048498287,-0.3948254137047132,-0.4876866421497762,-0.3970498480221336,-0.8453511498541278,-0.6668446824281258,-0.0156200911161943,1.901105322512176,2
Fiesta - Remix,Bomba Estéreo,-0.6878181367222651,-0.0262040476082211,-0.6077607927206199,1.0702474743915484,-0.4872068928096592,1.0899285458133063,1.2077237305555004,0.5700783177730636,0.0484163143394433,-0.5801107978271414,3
Queen's Speech 4,Lady Leshurr,-0.1798184135941453,0.2658135125606722,-0.6045533570689746,-0.7182830643233681,-0.4876866421497762,-0.3519898966937869,-0.8086273217923613,5.120067555570356,-1.0620604381140213,0.6463304492573827,0
I Know There's Gonna Be (Good Times),Jamie xx,-0.2645106984442411,-0.3368610265112993,-0.3971432501201885,-0.4186090644854967,-0.4876866421497762,2.2228644649260234,-0.7551382678763104,0.7048928137077983,-1.2080169524224498,-0.0336765788290861,3
With That (feat. Duke),Young Thug,-0.4689270768778812,0.8249960745862122,-0.5323799571205465,-0.4043388740170266,-0.4876866421497762,-0.6603287064977592,0.1288947525670839,0.3678565738709619,0.0893201307048413,-1.332975721780017,2
Hotline Bling,Drake,-0.7127253677668159,1.725901313405138,0.2541247296104563,-0.2806638899569525,-0.4867417923043549,-0.9763920793865908,-0.2484558865023718,-0.3949687822930777,0.5004203565953923,0.2698979872809443,2
679 (feat. Remy Boyz),Fetty Wap,-0.7127638642599295,-0.0013514892959749,-0.603602102389019,0.1664687447217765,-0.4876866421497762,2.7957695603864305,0.355624473644077,2.5361230501546093,2.5657818927430167,0.4196614398952262,0
Trap Queen,Fetty Wap,-0.6286875232996527,0.7939303766959044,-0.2938345527624436,0.9085186490822208,-0.4876866421497762,1.0513057303890092,0.8705564105971078,0.4015601978546456,0.9920534858341338,1.2575272423589112,2
No Type,Rae Sremmurd,-0.6725735254492478,1.6761961967806456,-0.562295697247869,-0.9466061118188897,-0.4876688804375658,-0.6313615949295364,-0.1923056856253232,0.6936582723799037,0.127224583817048,-1.1184496950622622,2
Chasing Heaven,Bassnectar,-0.6737284202426582,-1.0886509154567474,0.8849529292948751,-0.1760158265215052,2.998736043280994,-0.4421097993504803,0.2220348962019989,-0.4578822137292872,0.2410504192756636,-1.4544055482240297,4
